Abounding_with.Depictive,Locative_relation.Direction,Locative_relation.Distance
Supply.Time,Giving.Time
Supporting.Degree,Assistance.Degree
Supporting.Duration,Assistance.Duration
Supporting.Instrument,Assistance.Instrument
Supporting.Manner,Assistance.Manner
Supporting.Means,Assistance.Means
Supporting.Place,Assistance.Place
Supporting.Purpose,Assistance.Purpose
Supporting.Supported,Assistance.Benefited_party
Supporting.Supporter,Assistance.Helper
Supporting.Time,Assistance.Time
Surpassing.Attribute,Position_on_a_scale.Variable
Surpassing.Extent,Position_on_a_scale.Degree
Surpassing.Profiled_item,Position_on_a_scale.Item
Surrendering_possession.Circumstances,Giving.Circumstances
Surrendering_possession.Explanation,Giving.Reason
Surrendering_possession.Manner,Giving.Manner
Surrendering_possession.Means,Giving.Means
Surrendering_possession.Place,Giving.Place
Surrendering_possession.Purpose,Giving.Purpose
Surrendering_possession.Recipient,Giving.Recipient
Surrendering_possession.Surrenderer,Giving.Donor
Surrendering_possession.Theme,Giving.Theme
Surrendering_possession.Time,Giving.Time
Surviving.Degree,Success_or_failure.Degree
Surviving.Means,Success_or_failure.Means
Surviving.Place,Success_or_failure.Place
Surviving.Survivor,Success_or_failure.Agent
Surviving.Time,Success_or_failure.Time
Suspiciousness.Behavior,Social_behavior_evaluation.Behavior
Suspiciousness.Degree,Social_behavior_evaluation.Degree
Suspiciousness.Judge,Social_behavior_evaluation.Judge
Suspiciousness.Social_actor,Social_behavior_evaluation.Individual
System.Complex,Set_of_interrelated_entities.Complex
System.Component_entities,Set_of_interrelated_entities.Component_entities
System.Descriptor,Set_of_interrelated_entities.Descriptor
System.Possessor,Set_of_interrelated_entities.Possessor
Taking.Agent,Getting.Recipient,Intentionally_affect.Agent
Taking.Manner,Getting.Manner,Intentionally_affect.Manner
Taking.Means,Getting.Means,Intentionally_affect.Means
Taking.Place,Getting.Place,Intentionally_affect.Place
Taking.Purpose,Getting.Purpose,Intentionally_affect.Purpose
Taking.Reason,Getting.Reason,Intentionally_affect.Reason
Taking.Source,Getting.Source
Taking.Theme,Getting.Theme,Intentionally_affect.Patient
Taking.Time,Getting.Time,Intentionally_affect.Time
Taking_time.Activity,Gradable_attributes.Entity
Taking_time.Attribute,Gradable_attributes.Attribute
Taking_time.Circumstances,Gradable_attributes.Circumstances
Taking_time.Degree,Gradable_attributes.Degree
Taking_time.Time,Gradable_attributes.Time
Taking_time.Time_length,Gradable_attributes.Value
Talking_into.Addressee,Manipulate_into_doing.Victim
Talking_into.Content,Manipulate_into_doing.Resulting_action
Talking_into.Goods,Manipulate_into_doing.Goods
Talking_into.Means,Manipulate_into_doing.Means
Talking_into.Speaker,Manipulate_into_doing.Manipulator
Tasting.Agent,Trying_out.Evaluator
Tasting.Food,Trying_out.Entity,Trying_out.Experience
Tasting.Manner,Trying_out.Manner
Tasting.Means,Trying_out.Means
Tasting.Place,Trying_out.Place
Tasting.Purpose,Trying_out.Purpose
Tasting.Time,Trying_out.Time
Telling.Addressee,Statement.Addressee
Telling.Manner,Statement.Manner
Telling.Means,Statement.Means
Telling.Medium,Statement.Medium
Telling.Message,Statement.Message
Telling.Place,Statement.Place
Telling.Speaker,Statement.Speaker
Telling.Time,Statement.Time
Telling.Topic,Statement.Topic
Temperature.Attribute,Measurable_attributes.Attribute
Temperature.Circumstances,Measurable_attributes.Circumstances
Temperature.Degree,Measurable_attributes.Degree
Temperature.Entity,Measurable_attributes.Entity
Temperature.Temperature,Measurable_attributes.Value
Temperature.Time,Measurable_attributes.Time
Temporal_collocation.Landmark_period,Trajector-Landmark.Landmark
Temporal_collocation.Trajector_period,Trajector-Landmark.Trajector
Temporary_stay.Co-guest,Residence.Co_resident
Temporary_stay.Duration,Visiting.Duration
Temporary_stay.Frequency,Residence.Frequency,Visiting.Frequency
Temporary_stay.Guest,Residence.Resident,Visiting.Agent
Temporary_stay.Host,Visiting.Entity
Temporary_stay.Iterations,Visiting.Iterations
Temporary_stay.Location,Residence.Location,Visiting.Place
Temporary_stay.Manner,Residence.Manner,Visiting.Manner
Temporary_stay.Means,Residence.Means,Visiting.Means
Temporary_stay.Purpose,Visiting.Purpose
Temporary_stay.Time,Residence.Time,Visiting.Time
Text.Author,Artifact.Creator
Text_creation.Author,Intentionally_create.Creator
Text_creation.Components,Intentionally_create.Components
Text_creation.Depictive,Intentionally_create.Depictive
Text_creation.Instrument,Intentionally_create.Instrument
Text_creation.Manner,Intentionally_create.Manner
Text_creation.Means,Intentionally_create.Means
Text_creation.Place,Intentionally_create.Place
Text_creation.Purpose,Intentionally_create.Purpose
Text_creation.Text,Intentionally_create.Created_entity
Text_creation.Time,Intentionally_create.Time
Text.Genre,Artifact.Type
Text.Material,Artifact.Material
Text.Text,Artifact.Artifact
Text.Time_of_creation,Artifact.Time_of_creation
Text.Title,Artifact.Name
Text.Use,Artifact.Use
Theft.Frequency,Committing_crime.Frequency
Theft.Goods,Taking.Theme
Theft.Instrument,Committing_crime.Instrument
Theft.Manner,Committing_crime.Manner,Taking.Manner
Theft.Means,Committing_crime.Means,Taking.Means
Theft.Perpetrator,Committing_crime.Perpetrator,Taking.Agent
Theft.Place,Committing_crime.Place,Taking.Place
Theft.Purpose,Committing_crime.Purpose,Taking.Purpose
Theft.Reason,Committing_crime.Reason,Taking.Reason
Theft.Source,Taking.Source
Theft.Time,Committing_crime.Time,Taking.Containing_event,Taking.Time
Thriving.Entity,State.Entity
Time_period_of_action.Duration,Timespan.Duration
Time_period_of_action.Enabled_action,Timespan.State
Time_period_of_action.Whole,Timespan.Whole
Time_vector.Event,Trajector-Landmark.Trajector
Time_vector.Landmark_event,Trajector-Landmark.Landmark
Touring.Attraction,Perception_active.Phenomenon
Touring.Depictive,Perception_active.Depictive
Touring.Duration,Perception_active.Duration
Touring.Ground,Perception_active.State
Touring.Manner,Perception_active.Manner
Touring.Means,Perception_active.Means
Touring.Place,Perception_active.Place
Touring.Purpose,Perception_active.Purpose
Touring.Time,Perception_active.Time
Touring.Tourist,Perception_active.Perceiver_agentive
Trajector-Landmark.Landmark,Relation.Entity2
Trajector-Landmark.Trajector,Relation.Entity1
Transfer.Donor,Transfer_scenario.Donor
Transfer.Place,Eventive_affecting.Place
Transfer.Reason,Eventive_affecting.Reason
Transfer.Recipient,Transfer_scenario.Recipient
Transfer.Theme,Eventive_affecting.Entity,Transfer_scenario.Theme
Transfer.Time,Eventive_affecting.Time
Transfer.Transferors,Transfer_scenario.Transferors
Transitive_action.Agent,Objective_influence.Influencing_entity
Transitive_action.Cause,Objective_influence.Influencing_situation
Transitive_action.Event,Event.Event
Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Transitive_action.Patient,Objective_influence.Dependent_entity
Transitive_action.Place,Event.Place,Objective_influence.Place
Transitive_action.Time,Event.Time,Objective_influence.Time
Translating.Cognizer,Intentionally_create.Creator,Intentionally_create.Instrument
Translating.Manner,Intentionally_create.Manner
Translating.Means,Intentionally_create.Means
Translating.Place,Intentionally_create.Place
Translating.Purpose,Intentionally_create.Purpose
Translating.Source_symbol,Intentionally_create.Components
Translating.Target_symbol,Intentionally_create.Created_entity
Translating.Time,Intentionally_create.Time
Travel.Area,Self_motion.Area
Travel.Co_participant,Self_motion.Cotheme
Travel.Depictive,Self_motion.Depictive
Travel.Direction,Self_motion.Direction
Travel.Distance,Self_motion.Distance
Travel.Duration,Self_motion.Duration
Travel.Goal,Self_motion.Goal
Travel.Manner,Self_motion.Manner
Travel.Means,Self_motion.Means
Travel.Path,Self_motion.Path
Travel.Place,Self_motion.Place
Travel.Purpose,Self_motion.Purpose
Travel.Reason,Self_motion.Reason
Travel.Result,Self_motion.Result
Travel.Source,Self_motion.Source
Travel.Speed,Self_motion.Speed
Travel.Time,Self_motion.Time
Travel.Traveler,Self_motion.Self_mover
Traversing.Area,Motion.Area
Traversing.Degree,Motion.Degree
Traversing.Depictive,Motion.Depictive
Traversing.Direction,Motion.Direction
Traversing.Distance,Motion.Distance
Traversing.Duration,Motion.Duration
Traversing.Goal,Motion.Goal
Traversing.Manner,Motion.Manner
Traversing.Path,Motion.Path
Traversing.Place,Motion.Place
Traversing.Purpose,Motion.Purpose
Traversing.Source,Motion.Source
Traversing.Speed,Motion.Speed
Traversing.Theme,Motion.Theme
Traversing.Time,Motion.Time
Trendiness.Behavior,Social_behavior_evaluation.Behavior
Trendiness.Degree,Social_behavior_evaluation.Degree
Trendiness.Evaluee,Social_behavior_evaluation.Individual
Trendiness.Judge,Social_behavior_evaluation.Judge
Trial.Charges,Criminal_process.Charges
Trial.Court,Criminal_process.Court
Trial.Defendant,Criminal_process.Defendant
Trial.Defense,Criminal_process.Defense
Trial.Judge,Criminal_process.Judge
Trial.Jury,Criminal_process.Jury
Trial.Place,Criminal_process.Place
Trial.Prosecution,Criminal_process.Prosecution
Trial.Time,Criminal_process.Time
Trust.Cognizer,Certainty.Cognizer
Trust.Content,Certainty.Content
Trust.Degree,Certainty.Degree
Trust.Expressor,Certainty.Expressor
Trust.Manner,Certainty.Manner
Trust.Topic,Certainty.Topic
Trying_out.Entity,Research.Topic
Trying_out.Evaluator,Research.Researcher
Trying_out.Experience,Research.Question
Trying_out.Manner,Research.Manner
Trying_out.Means,Research.Means
Trying_out.Place,Research.Place
Trying_out.Purpose,Research.Purpose
Trying_out.Time,Research.Time
Unemployment_rate.Degree,Measurable_attributes.Degree
Unemployment_rate.Employment,Measurable_attributes.Attribute
Unemployment_rate.Group,Measurable_attributes.Circumstances
Unemployment_rate.Individuals,Measurable_attributes.Entity
Unemployment_rate.Time,Measurable_attributes.Time
Unemployment_rate.Value,Measurable_attributes.Value
Used_up.Degree,Position_on_a_scale.Degree
Used_up.Resource,Position_on_a_scale.Item
Use_firearm.Agent,Using.Agent
Use_firearm.Firearm,Using.Instrument
Use_firearm.Manner,Using.Manner
Use_firearm.Means,Using.Means
Use_firearm.Place,Using.Place
Use_firearm.Purpose,Using.Purpose
Use_firearm.Time,Using.Time
Usefulness.Degree,Gradable_attributes.Degree
Usefulness.Entity,Gradable_attributes.Entity
Using.Agent,Intentionally_affect.Agent
Using.Degree,Intentionally_affect.Degree
Using.Instrument,Intentionally_affect.Instrument,Intentionally_affect.Patient
Using.Manner,Intentionally_affect.Manner
Using.Means,Intentionally_affect.Means
Using.Place,Intentionally_affect.Place
Using.Purpose,Intentionally_affect.Purpose
Using.Time,Intentionally_affect.Time
Vehicle.Use,Artifact.Use
Vehicle.Vehicle,Artifact.Artifact
Verdict.Case,Ruling_legally.Case,Trial.Case
Verdict.Charges,Trial.Charges
Verdict.Circumstances,Ruling_legally.Circumstances
Verdict.Defendant,Trial.Defendant
Verdict.Finding,Ruling_legally.Finding
Verdict.Judge,Intentionally_act.Agent,Ruling_legally.Authority,Trial.Judge
Verdict.Legal_Basis,Ruling_legally.Legal_Basis
Verdict.Manner,Intentionally_act.Manner,Ruling_legally.Manner
Verdict.Means,Intentionally_act.Means,Ruling_legally.Means
Verdict.Place,Intentionally_act.Place,Ruling_legally.Place,Trial.Place
Verdict.Purpose,Intentionally_act.Purpose,Ruling_legally.Purpose
Verdict.Reason,Ruling_legally.Reason
Verdict.Time,Intentionally_act.Time,Ruling_legally.Time,Trial.Time
Verification.Degree,Scrutiny.Degree
Verification.Inspector,Scrutiny.Cognizer
Verification.Instrument,Scrutiny.Instrument
Verification.Manner,Scrutiny.Manner
Verification.Means,Scrutiny.Means
Verification.Medium,Scrutiny.Medium
Verification.Purpose,Scrutiny.Purpose
Verification.Time,Scrutiny.Time
Verification.Unconfirmed_content,Scrutiny.Ground
Visit_host_arrival.Host,Visiting_scenario_arrival.Goal,Visitor_and_host.Host
Visit_host_arrival.Host_location,Visitor_and_host.Host_location
Visit_host_arrival.Manner,Visiting_scenario_arrival.Manner
Visit_host_arrival.Means,Visiting_scenario_arrival.Means
Visit_host_arrival.Mode_of_transportation,Visiting_scenario_arrival.Mode_of_transportation
Visit_host_arrival.Normal_location,Visiting_scenario_arrival.Normal_location,Visitor_and_host.Normal_location
Visit_host_arrival.Path,Visiting_scenario_arrival.Path
Visit_host_arrival.Purpose,Visiting_scenario_arrival.Purpose,Visitor_and_host.Purpose
Visit_host_arrival.Time,Visiting_scenario_arrival.Time
Visit_host_arrival.Visitor,Visiting_scenario_arrival.Agent,Visitor_and_host.Visitor
Visit_host_departure.Distance,Visiting_scenario_departing.Distance
Visit_host_departure.Goal,Visiting_scenario_departing.Goal
Visit_host_departure.Host,Visiting_scenario_departing.Source,Visitor_and_host.Host
Visit_host_departure.Host_location,Visitor_and_host.Host_location
Visit_host_departure.Manner,Visiting_scenario_departing.Manner
Visit_host_departure.Means,Visiting_scenario_departing.Means
Visit_host_departure.Mode_of_transportation,Visiting_scenario_departing.Mode_of_transportation
Visit_host_departure.Path,Visiting_scenario_departing.Path
Visit_host_departure.Place,Visiting_scenario_departing.Place
Visit_host_departure.Purpose,Visiting_scenario_departing.Purpose,Visitor_and_host.Purpose
Visit_host_departure.Speed,Visiting_scenario_departing.Speed
Visit_host_departure.Time,Visiting_scenario_departing.Time
Visit_host_departure.Visitor,Visiting_scenario_departing.Agent,Visitor_and_host.Visitor
Visit_host.Host,Visitor_scenario.Entity
Visit_host.Normal_location,Visitor_scenario.Normal_location
Visit_host.Purpose,Visitor_scenario.Purpose
Visit_host_stay.Dependent_state,Visiting_scenario_stay.Dependent_state
Visit_host_stay.Duration,Visiting_scenario_stay.Duration
Visit_host_stay.Frequency,Visiting_scenario_stay.Frequency
Visit_host_stay.Host,Visiting_scenario_stay.Entity,Visitor_and_host.Host
Visit_host_stay.Host_location,Visitor_and_host.Host_location
Visit_host_stay.Iterations,Visiting_scenario_stay.Iterations
Visit_host_stay.Manner,Visiting_scenario_stay.Manner
Visit_host_stay.Means,Visiting_scenario_stay.Means
Visit_host_stay.Normal_location,Visiting_scenario_stay.Normal_location,Visitor_and_host.Normal_location
Visit_host_stay.Place,Visiting_scenario_stay.Place
Visit_host_stay.Purpose,Visiting_scenario_stay.Purpose,Visitor_and_host.Purpose
Visit_host_stay.Time,Visiting_scenario_stay.Time
Visit_host_stay.Visitor,Visiting_scenario_stay.Agent,Visitor_and_host.Visitor
Visit_host.Visitor,Visitor_scenario.Agent
Visiting.Agent,Being_located.Theme,Intentionally_act.Agent,Visiting_scenario_stay.Agent,Visitor_scenario.Agent
Visiting.Dependent_state,Being_located.Dependent_state,Visiting_scenario_stay.Dependent_state
Visiting.Duration,Visiting_scenario_stay.Duration
Visiting.Entity,Being_located.Location,Visiting_scenario_stay.Entity,Visitor_scenario.Entity
Visiting.Frequency,Visiting_scenario_stay.Frequency
Visiting.Iterations,Visiting_scenario_stay.Iterations
Visiting.Manner,Intentionally_act.Manner,Visiting_scenario_stay.Manner
Visiting.Means,Intentionally_act.Means,Visiting_scenario_stay.Means
Visiting.Normal_location,Visiting_scenario_stay.Normal_location,Visitor_scenario.Normal_location
Visiting.Place,Being_located.Place,Intentionally_act.Place,Visiting_scenario_stay.Place
Visiting.Purpose,Intentionally_act.Purpose,Visiting_scenario_stay.Purpose,Visitor_scenario.Purpose
Visiting_scenario_arrival.Agent,Arriving.Theme,Visiting_scenario.Agent
Visiting_scenario_arrival.Goal,Arriving.Goal,Visiting_scenario.Entity
Visiting_scenario_arrival.Manner,Arriving.Manner
Visiting_scenario_arrival.Means,Arriving.Means
Visiting_scenario_arrival.Mode_of_transportation,Arriving.Mode_of_transportation
Visiting_scenario_arrival.Normal_location,Arriving.Source,Visiting_scenario.Normal_location
Visiting_scenario_arrival.Path,Arriving.Path
Visiting_scenario_arrival.Purpose,Arriving.Purpose,Visiting_scenario.Purpose
Visiting_scenario_arrival.Time,Arriving.Time
Visiting_scenario_departing.Agent,Departing.Theme,Visiting_scenario.Agent
Visiting_scenario_departing.Distance,Departing.Distance
Visiting_scenario_departing.Goal,Departing.Goal
Visiting_scenario_departing.Manner,Departing.Manner
Visiting_scenario_departing.Means,Departing.Means
Visiting_scenario_departing.Mode_of_transportation,Departing.Mode_of_transportation
Visiting_scenario_departing.Path,Departing.Path
Visiting_scenario_departing.Place,Departing.Place
Visiting_scenario_departing.Purpose,Departing.Purpose,Visiting_scenario.Purpose
Visiting_scenario_departing.Source,Departing.Source,Visiting_scenario.Entity
Visiting_scenario_departing.Speed,Departing.Speed
Visiting_scenario_departing.Time,Departing.Time
Visiting_scenario_stay.Agent,Visiting_scenario.Agent
Visiting_scenario_stay.Entity,Visiting_scenario.Entity
Visiting_scenario_stay.Normal_location,Visiting_scenario.Normal_location
Visiting_scenario_stay.Purpose,Visiting_scenario.Purpose
Visiting.Time,Being_located.Time,Intentionally_act.Time,Visiting_scenario_stay.Time
Visitor_and_host.Host,Visiting_scenario.Entity
